client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35845840.mp3	또 여자에게 이르시되 내가 네게 잉태하는 고통을 크게 더하리니	0	1	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35845872.mp3	아내를 바라보며 밥상 차리라는 뜻을 보였다.	1	0	twenties	female			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35845955.mp3	철수는 부두에 나가서 하루 종일 노동했을 것만은 틀림없는데 별로 곤해하는 기색을 보이지 않았다.	1	0	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35845959.mp3	부자연하게나마 글을 외듯이 한마디를 하고는 말문이 막혀서 할낏할낏 뒤를 돌려다 본다.	1	1	thirties	male			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35845988.mp3	말끝에 간난 어머니는 목이 메어 머리를 숙이며 치맛귀를 당겨 눈물을 씻었다.	1	1	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35845990.mp3	그것은 생리 시간에도 배웠고 저를 치료해 주던 의사에게도 들은 말이다.	1	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846035.mp3	그러나 마침내는 속이기로 결정하고 억지로 마음을 가라앉히려 하였다.	0	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846036.mp3	그는 한숨을 후 내쉴 때 땀방울이 등 허리를 씻어 근질근질하게 흘러내리는 것을 느꼈다.	1	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846068.mp3	동혁이가 반쯤 몸을 일으키기가 무섭게 다른 승객이 냉큼 뚱뚱한 궁둥이를 들여밀었다.	0	1	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846098.mp3	내가 너더러 먹지 말라 명한 그 나무 실과를 네가 먹었느냐	0	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846101.mp3	이같이 이야기하던 두 사람은 다리 아래로 뛰어내리려고 준비를 했습니다.	1	1	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846189.mp3	그는 뿌옇게 보이는 앞벌을 바라보며 한숨을 푹 쉬었다.	0	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846193.mp3	오래 앓은 까닭인지 무슨 냄새가 좀 나는 듯하였다.	1	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846216.mp3	조밥도 굶기를 먹다시피 하는 형편이니 물론 약 한 첩 써본 일이 없다.	0	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846248.mp3	내가 이렇게 아픈데	0	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846251.mp3	법원은 최고법원인 대법원과 각급법원으로 조직된다.	0	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846269.mp3	신철이는 그제야 자기 코에서 피가 흐르는 것을 느꼈다.	1	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846273.mp3	향수에 잠긴 영신은 면류관을 집어 던지고 방으로 들어가 손풍금을 들고 나왔다.	1	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846334.mp3	나중에 알고 보니 이 부인들은 정미소에 다니는 부인들이라고 하였다.	1	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846390.mp3	식전부터 오밤중까지도 동네 일과 집안 일로 몸을 얽어매었다.	1	1	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846397.mp3	동혁은 일종의 신비감을 느끼어 노래라도 한마디 부르고 싶었다.	1	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846400.mp3	덕호의 얼굴을 대하는 순간 첫째는 전신의 피가 머리고 치밀고 온몸이 푸르르 떨리었다.	1	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846424.mp3	해가며 도두룩하게 쌓아 올린 모래를 토닥토닥 두드리기도 한다.	0	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846431.mp3	그래서 그는 씨아틀을 발길로 차서 밀어 놓고 선비를 안고 넘어졌다.	1	1	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846577.mp3	춘우와 설성월은 편지 하나를 중심으로 씨름이 시작되었다.	0	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846578.mp3	그러나 막상 메고 보니 이것이 돌가루가 되어서 이렇게 무겁다는 것을 깨 달았다.	1	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846583.mp3	저것 저것 좀 내다 보시오.	0	1	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846620.mp3	내버리는 것이 누구에게든지 자유이면 내버림을 당하는 것도 그만큼 자유로 와야 할 것이다.	0	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846646.mp3	그는 풍금 타던 손을 쉬고 다시금 머리를 숙이고 묵묵히 생각에 잠겼다.	0	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846680.mp3	그리고 한시라도 이런 곳에 있고 싶지 않았다.	0	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846685.mp3	즉, 그 때에 그가 갑자기 달려들더니 나를 떠 밀쳐 버렸습니다.	0	0	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846686.mp3	나는 나의 병 때문에 네가 세상에 충실치 못한 사람이라 듣게 하고 싶지는 않다.	0	1	twenties	female			ko	
9042ad11a5f998870e26baea4ae6b4d4e3eea7df4802cc7d6981e1884982dbd59ec5ba248c91646df7dab7903360ec3429dfb9f2c1725b2d9fe15df999ff8ac9	common_voice_ko_35846688.mp3	그러나 그와 동시에 이 몸의 책임이 더한층 무거워진 것을 깨닫습니다.	0	0	twenties	female			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35847674.mp3	이만치 알아두면 그만이다.	1	1	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35847676.mp3	김첨지의 눈시울도 뜨끈뜨끈하였다.	0	1	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35847678.mp3	이 너저분하게 늘어놓인 안주 탁자에	1	1	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35847831.mp3	그날 밤도 그 예배당에서 혼자서 눈을 감고 조용한 맛을 즐기고 있노라는데	0	1	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35847832.mp3	아니, 몰랐다는 것보다, 그 집안의 일은 우리의 머리에서 온전히 잊어버리우고 말았습니다.	0	1	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848033.mp3	새삼스러운 염려가 그의 가슴을 눌렀다.	1	0	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848034.mp3	선비는 마음껏 용기를 내어 가만히 서 있었다.	1	0	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848035.mp3	첫째 곁으로 와서 그의 꽁무니를 꾹 붙들었다.	0	1	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848036.mp3	영숙은 어머니로서의 사랑을 가진 동시에 또한 남의 애인으로서의 애정을 가지었다.	0	0	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848083.mp3	확실히 이 종로는 횡 빈 듯한 느낌을 그에게 던져 주었다.	0	0	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848085.mp3	영신은 마당 한 복판으로 썩 나섰다.	1	1	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848147.mp3	그가 영숙을 본 뒤부터 웬일인지 세상이 또다시 꿈같다.	0	0	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848149.mp3	삼십 원을 벌었어, 삼십 원을!	1	0	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848155.mp3	옛날에 덕호에게 인격적 모욕을 감수하던 그 자신이 등허리에서 땀이 나도록 떠오른다.	1	1	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848219.mp3	기별을 하지 말아 달라고 두번 세번 간청을 하였다.	0	1	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848222.mp3	하고 다시 부를 때 그의 목소리는 애원하는 소리였다.	0	1	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848223.mp3	이와 같은 이야기가 있던 그날 저녁 때이다.	0	0	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848355.mp3	영신은 차창에 이마를 들부비며 소리를 죽이면서 흐느껴 울었다.	1	0	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848358.mp3	일포는 언제나 저렇게 뚱뚱한 채 살폭이 좋았다.	0	1	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848401.mp3	밥 보자기로 어깨에 흐른 국국물을 닦는다.	1	0	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848498.mp3	따라서 그때부터 자기가 선비를 맘 한구석에 생각하였다는 것이 옛날을 회상 할수록 뚜렷하였다.	0	0	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848499.mp3	말하기는 우리가 다른 사람과 커뮤니케이션 하는 가장 자연스러운 방법입니다.	1	0	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848500.mp3	문밖을 나서는 선비의 뒤를 따라나오는 간난 어머니는 재삼 부탁하였다.	0	0	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848501.mp3	그러나 그것이 준 교훈은 절대 잊으면 안 된다.	1	0	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35848502.mp3	철갑을 두른 듯	1	0	thirties	male			ko	
a98bcd69681a39d6dc4b85f8a16a6e0bd7a18644f0464c8fa65dfac00970c0c7e616b967cf0b0d06e40c3b84d611ae1a2b138e50a4d495c0416b9ac3105a8246	common_voice_ko_35848518.mp3	새로 회벽을 한 한 간이나 되는 방에 역시 세 동무가 함께 있게 되었다.	1	0					ko	
a98bcd69681a39d6dc4b85f8a16a6e0bd7a18644f0464c8fa65dfac00970c0c7e616b967cf0b0d06e40c3b84d611ae1a2b138e50a4d495c0416b9ac3105a8246	common_voice_ko_35848549.mp3	동혁이도 그 넓적한 손바닥이 아프도록 쳤다.	1	0					ko	
11de7650ea154d750479727cb5723efa18cdf35e19c9edebf0f2bd080c40a565d74dfb10371f5d7d78453eb15ec684220f0e1bb394ca70bc6b348ba54c889c74	common_voice_ko_35850229.mp3	국무회의는 정부의 권한에 속하는 중요한 정책을 심의한다.	0	0	thirties	male	Seoul		ko	
11de7650ea154d750479727cb5723efa18cdf35e19c9edebf0f2bd080c40a565d74dfb10371f5d7d78453eb15ec684220f0e1bb394ca70bc6b348ba54c889c74	common_voice_ko_35850233.mp3	우리들은 각각 제 길 닦기에 바쁜 사람이라	0	0	thirties	male	Seoul		ko	
