client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844068.mp3	동혁은 집으로 돌아와서도 기천이를 보러 갈 마음이 내키지 않았다.	1	2	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844069.mp3	다양한 문장을 입력해야 한다.	1	2	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844161.mp3	이서방은 요새 첫째가 만들어 준 나무다리를 짚고 그의 뒤를 따랐다.	1	2	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844163.mp3	그리고 봇짐을 모두 한데 싸며 옥점의 하던 말을 다시금 되풀이하였다.	1	2	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844227.mp3	어젯저녁만 해도 배고픈 것이 이렇게 견디기 어렵지는 않은 것 같았다.	1	2	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844294.mp3	춘우는 책망하려던 생각이 영숙을 보자 풀어져 버리고 반갑고 시원해서 부드럽게 물었다.	1	2	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844297.mp3	헌법개정안, 국민투표안, 조약안, 법률안 및 대통령령안	1	2	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844397.mp3	나는 그를 밀어놓고 내가 대신하여 피아노 앞에 앉아서, 아까 베낀 그 음보를 펴 놓았습니다.	1	2	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844473.mp3	놀라운 듯 눈을 크게 뜬다.	1	2	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844474.mp3	우동 한 그릇씩 먹은 그들은 빵 몇 개를 사가지고 동무의 집까지 왔다.	1	2	thirties	male			ko	
f8df32165ae35b8fa424b6847071e038ff35b7982ec54540d43f92c2728a29d6398f895e9769645c763899932af6c9edb6947d756297f6fb6f4b3c26d07494b0	common_voice_ko_35844475.mp3	일하여 얻어라.	1	2	thirties	male			ko	
